towerId,latitude,longitude,region,trafficCondition,activeConnections,trafficVolumeMB,callTraffic,peakUsage,blockedRequests,droppedCalls,timestamp,time
Tower-1,12.922915,80.127457,Tambaram,Peak,2939,1087.11,59,3211,2,5,12-12-2024 20:39,20:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2008,962.36,50,2309,2,0,12-12-2024 20:49,20:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2993,931.03,97,3403,2,2,12-12-2024 20:59,20:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2893,698.29,57,3036,3,4,12-12-2024 21:09,21:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2301,939.67,64,2606,0,0,12-12-2024 21:19,21:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2527,1145.92,98,3014,4,1,12-12-2024 21:29,21:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2929,636.03,96,3421,2,5,12-12-2024 21:39,21:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2039,991.44,64,2386,10,2,12-12-2024 21:49,21:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2826,911.14,50,3087,10,2,12-12-2024 21:59,21:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,954,331.74,52,1112,1,2,12-12-2024 22:09,22:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,669,307.7,86,936,5,2,12-12-2024 22:19,22:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,611,142.54,94,1025,5,2,12-12-2024 22:29,22:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,628,188.44,90,1118,1,1,12-12-2024 22:39,22:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,677,278.42,100,1109,2,3,12-12-2024 22:49,22:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,953,435.53,62,1259,9,2,12-12-2024 22:59,22:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,857,212.51,63,1356,2,4,12-12-2024 23:09,23:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,750,273.47,85,926,0,4,12-12-2024 23:19,23:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,801,325.22,89,1100,8,1,12-12-2024 23:29,23:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,781,175.68,85,1126,9,1,12-12-2024 23:39,23:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,502,138.59,52,716,1,1,12-12-2024 23:49,23:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,943,434.02,59,1123,3,3,12-12-2024 23:59,23:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,602,262.58,83,890,1,3,13-12-2024 00:09,00:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,905,285.3,76,1324,5,2,13-12-2024 00:19,00:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,894,299.55,70,1215,1,3,13-12-2024 00:29,00:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,968,257.02,54,1199,8,3,13-12-2024 00:39,00:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,752,193.35,95,1208,9,2,13-12-2024 00:49,00:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,713,155.4,74,1115,6,4,13-12-2024 00:59,00:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,829,211.89,72,1134,10,3,13-12-2024 01:09,01:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,698,295.02,63,802,10,5,13-12-2024 01:19,01:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,797,261.82,86,1093,7,0,13-12-2024 01:29,01:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,779,185.04,100,1241,1,4,13-12-2024 01:39,01:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,917,443.52,95,1128,10,4,13-12-2024 01:49,01:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,584,129.29,78,838,10,2,13-12-2024 01:59,01:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,952,219.68,82,1396,3,5,13-12-2024 02:09,02:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,849,273.77,60,1311,1,0,13-12-2024 02:19,02:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,501,112.14,100,931,10,3,13-12-2024 02:29,02:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,827,274.69,51,1141,5,2,13-12-2024 02:39,02:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,606,149.86,68,913,4,3,13-12-2024 02:49,02:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,918,217.87,87,1004,10,3,13-12-2024 02:59,02:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,804,341.28,70,893,6,3,13-12-2024 03:09,03:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,678,281.15,59,1019,2,1,13-12-2024 03:19,03:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,581,185.03,66,639,1,2,13-12-2024 03:29,03:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,989,416.82,99,1128,2,1,13-12-2024 03:39,03:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,905,401.57,93,1219,8,3,13-12-2024 03:49,03:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,832,232.95,68,1116,8,2,13-12-2024 03:59,03:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,990,236.14,61,1044,5,1,13-12-2024 04:09,04:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,741,294.17,80,954,8,5,13-12-2024 04:19,04:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,800,280.54,85,976,9,4,13-12-2024 04:29,04:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,693,246.23,52,935,7,3,13-12-2024 04:39,04:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,587,280.89,54,851,9,5,13-12-2024 04:49,04:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,626,154.23,71,780,5,3,13-12-2024 04:59,04:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,741,355.33,81,1011,4,3,13-12-2024 05:09,05:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,839,389.95,96,1114,10,0,13-12-2024 05:19,05:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,737,331.21,83,966,3,3,13-12-2024 05:29,05:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,527,156.22,50,758,6,3,13-12-2024 05:39,05:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,573,122.15,60,980,10,5,13-12-2024 05:49,05:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,730,298.74,86,1010,9,1,13-12-2024 05:59,05:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1008,466.44,52,1064,1,0,13-12-2024 06:09,06:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1170,333.06,95,1379,6,3,13-12-2024 06:19,06:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1456,448.17,65,1709,5,3,13-12-2024 06:29,06:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1211,430.16,92,1548,1,5,13-12-2024 06:39,06:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1048,347.45,78,1100,1,2,13-12-2024 06:49,06:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1733,464.42,70,1965,4,5,13-12-2024 06:59,06:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1012,223.67,91,1395,5,3,13-12-2024 07:09,07:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1018,456.32,53,1166,2,4,13-12-2024 07:19,07:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1186,302.23,99,1270,10,2,13-12-2024 07:29,07:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1124,356.88,81,1556,0,2,13-12-2024 07:39,07:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1487,653.44,59,1852,7,1,13-12-2024 07:49,07:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1621,782.02,63,1692,1,2,13-12-2024 07:59,07:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2777,1267.08,70,3184,2,2,13-12-2024 08:09,08:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2895,821.5,91,3108,0,2,13-12-2024 08:19,08:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2200,778.02,68,2609,10,4,13-12-2024 08:29,08:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2385,668.04,65,2789,9,4,13-12-2024 08:39,08:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2458,807.87,54,2591,9,4,13-12-2024 08:49,08:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2659,1175.88,66,2882,7,4,13-12-2024 08:59,08:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2234,754.19,78,2680,3,1,13-12-2024 09:09,09:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2231,826.36,88,2310,8,4,13-12-2024 09:19,09:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2502,1207.91,79,2650,3,4,13-12-2024 09:29,09:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2925,844.22,50,3305,2,4,13-12-2024 09:39,09:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2981,734.83,56,3193,0,3,13-12-2024 09:49,09:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2923,1300.87,55,3120,5,5,13-12-2024 09:59,09:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1967,447.59,70,2354,4,5,13-12-2024 10:09,10:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1083,231.91,54,1155,2,4,13-12-2024 10:19,10:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1660,806.06,73,2088,10,2,13-12-2024 10:29,10:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1284,476.36,81,1628,0,3,13-12-2024 10:39,10:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1731,699.07,100,2144,5,2,13-12-2024 10:49,10:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1890,812.48,54,2377,5,4,13-12-2024 10:59,10:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1070,279.58,54,1335,3,5,13-12-2024 11:09,11:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1517,626.36,69,1628,4,5,13-12-2024 11:19,11:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1927,675.84,73,2351,5,2,13-12-2024 11:29,11:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1209,301,79,1332,6,5,13-12-2024 11:39,11:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1933,693.08,66,2367,10,1,13-12-2024 11:49,11:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1387,365.1,93,1793,3,1,13-12-2024 11:59,11:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1661,727.31,68,1772,7,2,13-12-2024 12:09,12:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1846,692.11,63,2301,6,2,13-12-2024 12:19,12:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1235,300.58,66,1564,7,5,13-12-2024 12:29,12:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1869,535.55,100,2363,8,2,13-12-2024 12:39,12:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1973,530.28,58,2158,10,2,13-12-2024 12:49,12:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1281,431.26,100,1658,8,4,13-12-2024 12:59,12:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1382,451.36,67,1816,1,2,13-12-2024 13:09,13:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1930,609.51,76,2074,10,0,13-12-2024 13:19,13:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1994,454.73,89,2160,3,5,13-12-2024 13:29,13:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1459,330.98,67,1777,1,5,13-12-2024 13:39,13:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1045,286.89,98,1343,4,0,13-12-2024 13:49,13:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1311,612.93,55,1621,6,2,13-12-2024 13:59,13:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1161,266.79,53,1508,10,0,13-12-2024 14:09,14:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1012,319.78,51,1487,5,5,13-12-2024 14:19,14:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1684,660.21,61,1811,8,1,13-12-2024 14:29,14:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1185,454.53,71,1650,7,4,13-12-2024 14:39,14:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1008,442.15,57,1177,3,3,13-12-2024 14:49,14:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1490,357.01,80,1968,9,0,13-12-2024 14:59,14:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1825,665.02,100,2051,10,4,13-12-2024 15:09,15:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1516,460.68,75,1815,2,5,13-12-2024 15:19,15:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1532,521.65,86,1721,8,2,13-12-2024 15:29,15:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1509,451.69,84,1927,3,0,13-12-2024 15:39,15:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1277,434.13,73,1529,5,4,13-12-2024 15:49,15:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1287,634.12,54,1585,3,1,13-12-2024 15:59,15:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1641,729.99,85,1908,4,4,13-12-2024 16:09,16:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1961,538.54,78,2128,8,2,13-12-2024 16:19,16:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1335,614.89,88,1698,5,1,13-12-2024 16:29,16:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1823,622.74,87,2122,3,1,13-12-2024 16:39,16:39:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1107,530.32,93,1181,0,2,13-12-2024 16:49,16:49:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1602,501.29,70,1661,6,3,13-12-2024 16:59,16:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2419,929.37,62,2749,6,5,13-12-2024 17:09,17:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2030,755.5,58,2471,4,2,13-12-2024 17:19,17:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2584,662.05,84,3081,4,2,13-12-2024 17:29,17:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2745,721.57,84,2878,0,0,13-12-2024 17:39,17:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2083,426.11,52,2544,7,4,13-12-2024 17:49,17:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2353,1150.48,81,2721,3,1,13-12-2024 17:59,17:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2393,829.77,74,2545,8,5,13-12-2024 18:09,18:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2248,826.8,53,2349,9,1,13-12-2024 18:19,18:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2814,835.16,54,2965,3,0,13-12-2024 18:29,18:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2211,896.29,75,2407,4,4,13-12-2024 18:39,18:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2394,563.08,81,2501,3,3,13-12-2024 18:49,18:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2169,702.15,56,2388,10,2,13-12-2024 18:59,18:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2724,992.36,81,2925,6,5,13-12-2024 19:09,19:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2846,677.22,92,3235,1,5,13-12-2024 19:19,19:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2084,524.56,83,2225,8,1,13-12-2024 19:29,19:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2102,502.73,84,2269,0,4,13-12-2024 19:39,19:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2749,793.94,56,3055,1,5,13-12-2024 19:49,19:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2962,830.38,57,3216,6,3,13-12-2024 19:59,19:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2717,912.67,80,2934,6,4,13-12-2024 20:09,20:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2806,1313.28,85,2887,4,3,13-12-2024 20:19,20:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2901,1384.74,55,3331,8,0,13-12-2024 20:29,20:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2090,425.55,62,2513,7,5,13-12-2024 20:39,20:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2929,648.06,67,3095,0,2,13-12-2024 20:49,20:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2376,722.48,95,2487,9,2,13-12-2024 20:59,20:59:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2253,955.6,87,2381,2,4,13-12-2024 21:09,21:09:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2592,1055.24,75,2938,9,1,13-12-2024 21:19,21:19:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2952,1465.33,56,3302,7,5,13-12-2024 21:29,21:29:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2360,680.05,73,2459,3,1,13-12-2024 21:39,21:39:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2711,726.81,79,2865,4,5,13-12-2024 21:49,21:49:00
Tower-1,12.922915,80.127457,Tambaram,Peak,2770,706.38,71,2846,6,1,13-12-2024 21:59,21:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,529,175.73,76,698,3,4,13-12-2024 22:09,22:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,626,155.54,86,841,2,4,13-12-2024 22:19,22:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,608,126.08,54,688,4,4,13-12-2024 22:29,22:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,566,235.39,54,1031,5,0,13-12-2024 22:39,22:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,509,127.81,92,684,4,2,13-12-2024 22:49,22:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,960,341.09,95,1421,3,4,13-12-2024 22:59,22:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,733,184.22,81,1056,4,2,13-12-2024 23:09,23:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,520,255.2,79,632,4,0,13-12-2024 23:19,23:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,754,249.41,100,854,0,5,13-12-2024 23:29,23:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,648,241.57,81,881,8,0,13-12-2024 23:39,23:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,907,376.86,73,1046,8,2,13-12-2024 23:49,23:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,547,149.98,54,830,2,2,13-12-2024 23:59,23:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,928,301.42,69,1057,10,5,14-12-2024 00:09,00:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,762,180.02,87,1171,9,4,14-12-2024 00:19,00:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,931,265.86,82,1120,5,0,14-12-2024 00:29,00:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,802,232.67,58,974,8,5,14-12-2024 00:39,00:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,616,259.55,100,717,3,4,14-12-2024 00:49,00:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,803,356.17,52,1015,4,5,14-12-2024 00:59,00:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,636,165.68,85,901,6,0,14-12-2024 01:09,01:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,820,369.96,80,1320,7,2,14-12-2024 01:19,01:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,739,362.89,90,1147,1,0,14-12-2024 01:29,01:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,724,257.74,56,895,1,4,14-12-2024 01:39,01:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,869,347.65,71,1057,3,3,14-12-2024 01:49,01:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,516,153.31,96,589,9,5,14-12-2024 01:59,01:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,918,372.24,60,977,7,0,14-12-2024 02:09,02:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,998,296.83,60,1110,2,1,14-12-2024 02:19,02:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,552,118.48,87,772,9,1,14-12-2024 02:29,02:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,895,388.36,77,1241,10,3,14-12-2024 02:39,02:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,808,341.23,92,1281,1,3,14-12-2024 02:49,02:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,541,255.16,67,903,5,1,14-12-2024 02:59,02:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,812,346.79,76,1134,8,1,14-12-2024 03:09,03:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,916,208.64,85,1378,3,5,14-12-2024 03:19,03:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,591,268.41,91,685,1,1,14-12-2024 03:29,03:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,974,243.97,69,1439,10,4,14-12-2024 03:39,03:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,781,371.78,90,1202,6,1,14-12-2024 03:49,03:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,707,195.35,53,1166,2,4,14-12-2024 03:59,03:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,816,341.88,56,1306,5,1,14-12-2024 04:09,04:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,972,480.65,70,1377,10,3,14-12-2024 04:19,04:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,993,257.45,84,1466,1,4,14-12-2024 04:29,04:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,993,200.51,60,1096,8,2,14-12-2024 04:39,04:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,589,145.03,68,1053,1,1,14-12-2024 04:49,04:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,988,208.51,69,1078,5,4,14-12-2024 04:59,04:59:00
Tower-1,12.922915,80.127457,Tambaram,Low,864,322.32,93,922,7,3,14-12-2024 05:09,05:09:00
Tower-1,12.922915,80.127457,Tambaram,Low,824,308.64,79,1185,3,4,14-12-2024 05:19,05:19:00
Tower-1,12.922915,80.127457,Tambaram,Low,538,176.97,57,617,8,1,14-12-2024 05:29,05:29:00
Tower-1,12.922915,80.127457,Tambaram,Low,980,316.42,54,1096,5,5,14-12-2024 05:39,05:39:00
Tower-1,12.922915,80.127457,Tambaram,Low,502,103.54,80,725,4,1,14-12-2024 05:49,05:49:00
Tower-1,12.922915,80.127457,Tambaram,Low,920,455.39,65,1094,5,4,14-12-2024 05:59,05:59:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1810,590.2,65,2121,10,0,14-12-2024 06:09,06:09:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1006,335.76,50,1268,6,1,14-12-2024 06:19,06:19:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1024,432.9,56,1368,8,5,14-12-2024 06:29,06:29:00
Tower-1,12.922915,80.127457,Tambaram,Moderate,1717,655.45,89,2050,7,3,14-12-2024 06:39,06:39:00
