Day,Solar_Radiation,Direct_Sunlight_Hours,Wind_Speed,Rainfall_mm,Energy_Type
51,229.76597728914476,8.140788087621353,3.8193563624017504,55.55280989545102,Solar
52,243.98539912020266,9.878818978624926,5.270168939057536,65.96316177127221,Solar
53,287.8997883128378,8.586185701440241,28.807990754761995,130.07311209908914,Wind
54,223.59689642782294,9.116420474391589,20.79508080761538,151.3989518979311,Solar
55,219.57999576221704,8.236133611392507,24.0411460639091,149.90532176158194,Solar
56,227.10849552228575,4.103800736445819,11.92904957198259,101.97481126128056,Solar
57,117.6985004103839,8.547043398236282,10.089381825148667,162.16410756763025,Wind
58,223.60037410586648,8.792068635445792,7.034520203495099,87.415616551495,Solar
59,207.92707677958052,6.387762258670689,14.419440849372268,24.776113059112383,Solar
60,216.89507128875314,9.98904842735479,16.554862006025054,112.88836833076266,Solar
61,177.7354579378964,4.3525396974142225,18.953245309582663,190.46027692022133,Wind
62,154.26980635477918,3.6825484502863493,7.713555119960835,158.59873027850227,Wind
63,265.7475018303859,8.122906910864327,28.45962242708972,115.74012953844847,Wind
64,214.85384788982364,5.404374955432449,5.092754946214075,129.36113206981938,Solar
65,156.18690193747614,8.924499065377628,28.96959524299237,186.11240540711452,Wind
66,208.5392166316497,2.8227407372598137,0.44568367522511365,85.6685588869921,Conventional
67,218.84969146052273,7.04027058359679,14.433770754505368,66.27882778852748,Solar
68,260.43939615080797,9.833212440804925,10.001035143496884,195.4483130000898,Wind
69,114.91012873595416,7.390711186160037,13.473702417907523,172.68862670206667,Wind
70,245.42620152502562,6.648205361918738,17.11993736942367,64.60871692372048,Solar
71,254.44895385933148,4.594635018812144,13.067674740381271,92.75611947218457,Wind
72,139.7431363068345,7.411869996164835,12.445405509047848,83.0156258015598,Wind
73,101.10442342472048,6.753934618468778,21.981702462399195,29.81913573428678,Wind
74,210.28521474882848,6.861432553193651,20.57628825259394,191.5638647626518,Solar
75,241.37146876952343,7.460259676301773,24.998138461075435,80.86248624395176,Solar
76,245.80143360819747,6.6028733850327885,7.498769437184867,175.0658165275816,Solar
77,254.25406933718915,5.432498954421328,18.285855292621907,37.87124553613302,Wind
78,222.59293325671203,5.154466227322835,17.555843561785615,109.57416212744396,Solar
79,171.6931457088545,8.148650647305615,11.092134326180663,4.792277024853964,Wind
80,123.17381190502594,3.8101794400254896,14.581726257080428,152.84409676846172,Wind
81,272.6206851751187,7.538834449235313,9.413464299171862,116.18277964925568,Wind
82,239.26473333613365,8.182848102954395,4.255331928509555,125.11791669395053,Solar
83,244.3703736984482,9.854991338696243,6.414036319881985,10.34417651093069,Solar
84,112.71167005720473,7.976626137032231,3.1654093920360324,42.20766604172308,Wind
85,162.19646434313245,3.7497111112523136,20.492087255703723,14.866174470716032,Wind
86,229.22530179916572,6.637853923149079,19.821821793274545,57.78286316076235,Solar
87,203.35925982619506,5.51624715825475,28.518191147396184,125.4878015364302,Solar
88,227.10209922769744,7.610020130581563,21.89035240941724,113.23719686347505,Solar
89,277.44254851526534,8.795571249805885,1.5613751626839434,122.42996432267805,Hydro
90,221.0614866842748,9.005430577843839,26.527355217868624,109.85025427557886,Solar
91,123.91884918766034,7.87321007233317,25.880254888371773,54.60575913517187,Wind
92,242.648957444599,4.730549167600417,13.29960962318096,48.90149946888505,Solar
93,252.15700972337947,5.82822695935618,17.575891515837647,27.411936707316254,Wind
94,212.25543951389926,9.430876398764525,29.282349974175567,169.81417498069843,Solar
95,232.66699622094055,9.108558366490037,15.969130915444987,123.2958717082489,Solar
96,198.75911927287814,5.722695471515888,27.159654851282692,37.30220250081195,Wind
97,204.5465658763988,2.109459318085449,2.4911627343055933,35.441875964247906,Conventional
98,228.76850324128583,6.704307913192884,5.731556061260486,174.60712030522734,Solar
99,105.08382534881903,4.068732729078272,13.222648303239534,148.54617275266386,Wind
100,242.80747862979706,9.457413660067527,17.54270425011914,131.87981598107427,Solar
101,106.28583713734685,7.051002608386008,24.486835555884007,81.37282150785995,Wind
102,207.0416713826506,8.102588948666828,29.647863454295607,52.39511285570351,Solar
103,245.47692849566943,8.02607484906922,11.665544894223492,195.89015262256476,Solar
104,201.71413823294057,3.3971774871706364,1.4224690842025478,159.44791500456003,Hydro
105,281.5132947852186,4.367456235492929,24.035145098859743,60.355844627255294,Wind
106,246.59612178427935,7.76762495979676,18.131421572484243,169.51295925569895,Solar
107,182.07658460712594,9.7224217890432,5.95628576604605,151.7863897229363,Wind
108,251.11022770860973,2.4033341888176736,14.844853698642606,59.416109975599674,Wind
109,145.75963309832449,9.123074566842128,22.26930736601173,85.31057084832794,Wind
110,231.58680884117055,8.587897669542144,23.112353612059312,37.19068907820533,Solar
111,157.9502905827536,6.51135653404499,14.98855235996286,22.21048887562187,Wind
112,132.2442574508009,6.002228281662083,9.156435903865773,144.55240656793936,Wind
113,248.7699238802613,9.971092723749631,29.212277461154805,53.502371470773326,Solar
114,246.82232114058786,5.736695165826216,19.900878328694784,164.01187314925073,Solar
115,226.68075130208467,6.807296045272689,12.24712558038896,199.12174230288522,Solar
116,248.38771616865608,4.609023149821213,8.413896726139573,15.323962785929734,Solar
117,260.7344153798229,9.338144532621445,21.933089490106862,94.60702501674005,Wind
118,137.31401177720716,5.252724298875778,7.2655033678130305,160.4125118621606,Wind
119,232.27669954400744,4.786334460530005,5.151299669210645,157.7901793082467,Solar
120,207.86844838313016,7.717750668016288,15.895016668862109,151.9994316661937,Solar
121,261.4880310328125,4.346827371528079,8.699621779324255,69.79898706038219,Wind
122,279.21825998469865,6.203762458847145,18.86715434770845,90.77065113701046,Wind
123,163.60069499437276,7.58266228404136,3.5381602462270045,118.99367146829405,Wind
124,216.24433032406094,7.102290128140799,19.64823313701965,194.78811671465144,Solar
125,247.26790672282664,4.862711038097153,8.498895839931066,65.50945418769858,Solar
126,185.42155772525126,7.410888542981793,0.007288033035381947,184.62877754337154,Hydro
127,241.13124638392802,4.911775155269291,3.8080817302252914,53.87138363609883,Solar
128,235.97447251297044,5.68159180104657,28.00846133505282,197.8148930947409,Solar
129,101.39042610623814,4.366592779972288,26.020639173460733,134.05273736551834,Wind
130,202.14946051551314,2.0088967535694993,7.0082709610871055,92.7022960717102,Wind
131,246.6065036650582,6.713885048580865,23.351157136364737,122.67808561272098,Solar
132,144.42156209414605,3.743131037013952,18.25714779521923,54.50623380804136,Wind
133,123.97307346673657,7.294676680911985,29.127141343496085,54.83477150229332,Wind
134,167.5230342807256,7.069692798124232,11.208169786021774,22.71090876869877,Wind
135,210.0180152001725,7.255421220448407,20.44381837551514,22.810059541079752,Solar
136,164.64058640415107,2.1299475456756296,1.9060716727175575,69.53434829378227,Conventional
137,233.62835975473115,8.143039792066816,11.887420404492179,152.57109557927433,Solar
138,216.9372247121836,6.470587301358265,28.914529835645414,121.5942335196325,Solar
139,211.79504333491442,4.30985078333654,16.169426233503618,20.516912066204164,Solar
140,294.35641654419214,6.452627428017227,8.636385100045338,170.44730499518218,Wind
141,292.48945898842226,4.741847403423257,3.608128893858206,120.27352539801328,Wind
142,201.0124689895046,8.315726800913682,21.10585020544591,192.17111535695594,Solar
143,199.44970117847708,2.7553511812838476,19.345681302891805,134.03709348224152,Wind
144,160.17566196335395,8.652146664897788,11.21816140811324,35.0349727408362,Wind
145,156.96809887549352,9.347180336652464,28.528240555975028,94.75667246156445,Wind
146,107.37738947090656,7.198304374114397,0.6660843896355095,129.69951950944082,Hydro
147,239.10970180232263,9.734870459046247,9.111715548954773,5.652940209995538,Solar
148,200.53580464577232,5.216217735105926,27.632084588987443,2.982052830961579,Solar
149,110.29575024999787,7.831513600841258,9.62806314958321,25.88060011971358,Wind
150,219.07638473301557,8.407926987118383,7.567585015655112,50.33288700909415,Solar
151,281.65317719333075,2.9457489783287087,16.02661229793742,85.9098247041351,Wind
152,147.9123781333945,2.0002457507630593,24.714052497616137,97.48809475195768,Wind
153,128.9789744182446,7.69709636704484,3.094402826350832,27.605521787579356,Wind
154,210.59795451289867,7.19220812100034,28.290621289372083,134.67831582316617,Solar
155,231.74975351104618,5.749919112368194,23.85218643543492,119.22761233930697,Solar
156,148.41105430230007,2.1031797583162035,5.4375076665465585,58.892819768232044,Wind
157,234.4271094811757,6.322395254091997,21.36023883594488,2.7319766870584017,Solar
158,252.32392306574351,8.809205883407854,11.548761679126715,15.529583070658148,Wind
159,232.33874805409664,9.956722109581518,12.06884034228956,78.33895510216789,Solar
160,245.6432697223719,6.525959604906314,23.49870277316599,30.794870233136784,Solar
161,200.86469878835413,5.922171822953837,28.883544239421965,75.36392122959417,Solar
162,240.6525603571654,9.068834002216002,3.7996761854158176,125.63652090207103,Solar
163,216.28223884749463,5.417481806290688,12.618907106364581,109.4474855758567,Solar
164,207.1549368149517,5.039832631723157,14.428248242529106,46.23517662747885,Solar
165,118.05795401088166,6.8570822470686155,11.289354508649929,68.76449825175048,Wind
166,267.0604991178476,5.109810783012374,10.89567371148675,122.80623968973012,Wind
167,164.15601299434718,3.922392987602934,1.5680600268478961,172.17100560868974,Hydro
168,137.30370207997083,2.759722201827012,20.5661586168787,150.64268774777545,Wind
169,216.98392188646127,7.8068804390408815,13.08643251360136,110.68000536668299,Solar
170,218.17858863764837,2.7731586743020182,5.843814079317803,72.45859966329724,Wind
171,207.46742251597368,6.211460163028826,24.48100506906205,73.01025550836108,Solar
172,103.31756578557123,9.898689268636367,24.07682244454884,175.88346205287922,Wind
173,202.4186116598562,5.552828455252949,14.591748842666814,7.84871520810928,Solar
174,145.2991550395876,6.254974132040132,8.953519834432816,197.5965288840522,Wind
175,212.18305062709226,5.162295653677362,19.14278177389357,132.87508217031245,Solar
176,134.8732858009983,9.964551203925502,8.644564073322092,136.2275398144781,Wind
177,238.18754762049318,6.661715594757452,7.080237909711361,7.599567460948431,Solar
178,177.34706926010747,8.499790568353372,21.9154396207898,121.10585497825443,Wind
179,229.72491828748792,9.303143581599755,1.209757191628521,96.9556120180894,Solar
180,127.50418882919865,4.445951659578329,2.843054131037819,21.155781378813398,Conventional
181,168.2132702100517,5.221629767956482,0.2036452207076933,55.584402153871814,Conventional
182,122.69470424811782,7.380058101389193,4.588295594262784,178.06289124273025,Wind
183,284.9387236557126,7.45753351404079,2.069700261313784,109.99768317319058,Hydro
184,209.87904721752386,4.0389285026831585,29.87407103339756,82.68331503478174,Solar
185,151.58832554303112,3.0656793930930295,8.664299098622688,14.536431168162188,Wind
186,231.99680920683582,7.0591700517240685,4.4780403800774184,142.82430548046113,Solar
187,231.84717877134395,8.478758555330664,7.2298877398775385,140.5701646792065,Solar
188,211.04016231989246,6.627940065834641,28.08376714620404,122.80872139451272,Solar
189,205.9301156712013,7.547377024450472,15.60480669073187,102.05252924412984,Solar
190,148.37045818009034,7.604891971155613,10.944542889235706,86.75688044147454,Wind
191,217.49642668857038,7.258075060086074,26.20174373727658,118.65421859759846,Solar
192,200.07128641437663,8.390632150521924,11.849708116470975,46.67909034568134,Solar
193,280.0836114326661,5.9996719357183075,10.050257098730874,188.25181283552953,Wind
194,226.62029145465357,7.8419935162365695,6.218475676492067,117.75890583604591,Solar
195,226.1144736655586,6.159841109060016,11.333904717282344,62.23848887087531,Solar
196,228.12244706357095,4.7425639965040665,9.500530680507781,89.93597017703145,Solar
197,237.77495343483935,4.057037214508634,20.31911877894423,161.13695777537848,Solar
198,279.42205199051546,4.27633108541547,8.687481140121813,32.32321214605949,Wind
199,277.4172848530235,5.544269650700955,17.315992392676844,58.56712449205208,Wind
200,255.97510917152476,6.93684755542925,1.9767649509591811,135.90160454731108,Hydro
201,229.17647744329565,6.095962215855467,5.738674700895431,63.09784129644478,Solar
202,116.82799299900977,3.569965733649325,12.222158148340462,158.5003363722932,Wind
203,213.02437895286747,9.14531876259948,28.108477617260863,26.090697435472165,Solar
204,200.84166599302807,6.341734605036002,11.317559571470863,152.53723409092171,Solar
205,221.28581193191798,2.864356475011257,19.922223635995024,13.670342970113246,Wind
206,221.59937962125787,4.340290829693354,7.652616672641944,2.518522533498957,Solar
207,120.29430857320642,6.684509830346415,3.811007279196952,179.64470376643243,Wind
208,232.70035382161117,6.330995367259506,1.7560980024015038,116.26784338645973,Solar
209,101.01231676924374,2.6882572562635456,9.16240495628254,70.36537941736229,Wind
210,132.16161028349973,2.456215312028955,4.729830803907239,46.51892739277008,Wind
211,210.09704322559912,4.928051818767476,5.220313440483726,123.37715665216322,Solar
212,238.37903953853865,6.6847014709809,22.8227792516085,101.80043670734764,Solar
213,230.3922519005201,6.354759101074569,0.4751421283462265,198.31955510599704,Solar
214,144.85386189211195,3.869926336293954,16.734303772063033,196.64319733074916,Wind
215,229.99339865775235,7.158991163969448,11.383841417803943,127.00491322832193,Solar
216,147.44981749936002,8.560540016445195,15.196499997256417,88.5741012211781,Wind
217,165.07993963185356,2.33263167877275,16.884907116438086,98.22819382693243,Wind
218,202.03866371706857,8.033629045805155,9.401030833718346,136.49581324737238,Solar
219,200.87949581062622,5.508244043742483,8.853265805528558,20.314908847076275,Solar
220,230.8419188392121,5.035514764295632,22.002055480047172,65.67041476214364,Solar
221,231.52257846006867,4.462167242345193,26.138309643634717,15.05444820072077,Solar
222,213.66172066709433,6.9091032239150705,5.7774489737558365,14.672151903383913,Solar
223,118.7349535656185,9.183482347549894,2.9285628160544688,39.16784837884675,Conventional
224,173.54316061188672,8.479395362423194,26.93387419176078,97.05065091864537,Wind
225,247.54840932261996,7.4916232839642,10.49686390942196,156.95486423255787,Solar
226,148.7979286758167,7.841773742057994,16.539521719884426,97.09917823317451,Wind
227,294.6021109504891,4.918579761662389,10.786294335600104,67.09532211217395,Wind
228,178.61954493335207,7.127724224790062,3.7740700903815396,16.470598067351627,Wind
229,278.40931103542266,5.729452729020456,17.67994934843184,110.05910463662592,Wind
230,226.22772519945258,3.5194890916604873,15.75422555308889,54.25371729663535,Wind
231,209.96209392923092,6.977411043219707,6.089806775735917,122.98683558342948,Solar
232,200.5274186210384,6.451717098790576,13.556071339568335,195.43754782648367,Solar
233,232.60073076695656,8.248910126443606,23.908425120469374,22.26286429551003,Solar
234,198.50353876377278,9.290713520629046,17.71278309323674,42.425079744387986,Wind
235,139.0485975596089,2.167472942613866,2.9075198120098458,94.61890761987495,Conventional
236,244.49042305230105,4.526185209995968,16.440644916874053,193.7227630691859,Solar
237,156.15447248817117,2.4550511822211725,21.082148978687606,154.36195525399913,Wind
238,104.86319328629077,8.132218529773017,23.781102173422543,179.645838632566,Wind
239,229.09445918143356,7.616859632910341,18.873527359028003,66.74296969515858,Solar
240,233.49745905015402,5.546785972984756,4.579744936223512,198.40769475571892,Solar
241,235.73611009047133,7.128368417577611,21.30519799770482,20.56656321283148,Solar
242,290.78571540051746,5.167497809567599,20.32025538244549,10.594581209220166,Wind
243,229.9361670528365,6.663601898218675,0.7328064882189966,171.1205254108056,Solar
244,174.0317400510889,5.633469301893649,12.352430027707296,185.45297404139725,Wind
245,235.7725481824562,8.835576196956794,9.988507408871198,18.117071509220352,Solar
246,215.0310279927821,7.966925618314558,20.082361927609302,22.6854853491683,Solar
247,185.63682966346286,4.007032799125602,6.4840743693276215,6.634831551154763,Wind
248,293.33096380873394,2.9635787199725234,17.726157689227755,20.90151252854482,Wind
249,292.7239954178506,6.676344906075665,27.39617885442517,41.88396336005618,Wind
250,219.74268372018392,5.528905741866288,23.93407116625823,194.0153237820002,Solar
251,234.62886896984529,4.5591327158338775,27.643732086495913,133.5720444479361,Solar
252,177.01954572038505,2.496294109030252,29.3551790079807,155.71060510370842,Wind
253,270.2273343033714,4.71444213847654,0.320103810184883,155.22788073830444,Hydro
254,163.38440103125555,6.0474532345564675,18.682238291324328,107.01474995584293,Wind
255,133.8985493372185,3.2953840530577097,12.385181932767193,159.49779554260343,Wind
256,211.36025249167002,7.264817744451936,25.79563471005365,119.16150647799392,Solar
257,287.23095483215616,9.981995112081606,7.554441060273951,62.90921952067152,Wind
258,201.08208973041178,8.7093483679831,29.430884673452283,112.22202175368014,Solar
259,249.4262333662961,8.048778577609337,18.41123908631242,106.70171722690269,Solar
260,119.4352987541537,5.205633334675733,23.80612206686493,164.69061075186414,Wind
261,233.6932696959844,4.259319623529743,2.56798658468305,196.3454434763318,Solar
262,298.01077002085265,9.066188811409791,5.503736542765951,82.20851308418611,Wind
263,234.86790334168853,5.34688300739637,22.752110191026095,152.67813568827194,Solar
264,224.07468392746972,5.015717261636737,0.6595956611797082,19.95260080762671,Solar
265,275.47461438559105,7.277522183443795,24.506339576813485,155.36627388965772,Wind
266,217.12362781179144,7.404635507586837,0.41847056075734357,74.28338239864642,Solar
267,218.89940581049808,8.89373062624232,19.7135651718382,7.878032577937333,Solar
268,204.1100794740967,5.970146710798115,10.952817606954175,72.64923571243544,Solar
269,171.89823024395105,8.50978674977782,18.344845581575974,122.12855018432896,Wind
270,158.71836885289866,9.52403162303522,20.88094220967341,23.850033536293314,Wind
271,239.49558501114026,4.235916926010839,10.274256575589126,184.80689848605093,Solar
272,262.02267893583615,9.636527430870487,3.2388734433250663,15.534482654567716,Wind
273,232.37892454034295,9.797657511384376,2.0893760324479693,186.00134396663324,Solar
274,282.64811051129425,5.8193295158428295,17.668080676876436,141.4275035871373,Wind
275,202.26847977218756,6.814453871563578,15.619660612023345,65.94243508284072,Solar
276,201.54340662712306,4.993979004858477,22.266030273633977,78.15006954181865,Solar
277,215.81669545942762,4.582324785900266,15.292065300118114,148.16187294654884,Solar
278,229.99278615555303,4.704675274930091,12.673373700926373,120.29422017624147,Solar
279,206.13096102287193,5.776702783671453,11.942615347086926,134.32858429098903,Solar
280,259.1585338872202,5.1339396044982255,0.793407077930024,77.832923302696,Conventional
281,235.69777116210258,7.672282477946534,10.066716050899714,97.5626963615198,Solar
282,167.59903137030716,7.874925411937747,29.280604725734825,197.97349680757867,Wind
283,218.45073496729728,7.552643280826256,26.206667286812664,42.78457409994354,Solar
284,210.7448216787116,4.698776493349793,9.88134201102653,83.57123730442628,Solar
285,215.6560281992348,6.4189291025378745,17.633862151991167,58.36463751479346,Solar
286,107.18845475934842,6.761837861755213,25.418902366064817,153.02230208796996,Wind
287,193.11960362649205,8.975304490244044,13.23823010250206,152.80252513314414,Wind
288,208.52892694151532,6.615852899341455,0.5387359125045288,58.489092199479174,Solar
289,157.30825042565687,4.763846829787566,2.235313854559202,16.27806332659658,Conventional
290,218.16665211380214,8.424095052210564,15.311781640461199,2.286535334440809,Solar
291,106.10004998780988,6.3222311454993685,29.08318127027635,85.4901066484971,Wind
292,107.46963774984289,2.634242277049534,20.79628626656603,82.06751886715418,Wind
293,264.5201121319317,6.526804482505973,2.127485743157086,197.67797572797258,Hydro
294,208.8852230598407,8.722737177636652,5.6808262737558834,93.96041513953593,Solar
295,125.41210253037696,5.170501003985764,23.1396942965055,51.28367391508413,Wind
296,204.44865201096087,4.3706064151984005,25.243192798687343,178.24588820629347,Solar
297,253.99871061972217,3.1477556561441604,18.530837585657725,98.2135899307157,Wind
298,143.16420549936862,3.2115641754828586,19.332695088894496,119.83512704211556,Wind
299,224.57809516380007,5.462171874734551,0.8501235115015393,19.133742085642535,Solar
300,117.0694929987536,6.765438593292236,24.855907787445254,76.58328146595481,Wind
301,248.06396211836932,8.50092894276953,23.648256245124887,188.84473489475735,Solar
302,206.27092631362962,9.516548712201326,7.771054323100415,117.90107683508508,Solar
303,208.04777437283644,6.456057782973668,21.26030159896521,68.90037102849233,Solar
304,227.4859802996413,6.692991346269301,6.445638192749943,125.13343612631861,Solar
305,245.21826674453231,8.627509367511927,1.2099048315453897,182.08221791562323,Solar
306,230.6643196916565,8.882489773405286,6.034096277711319,54.79812009451801,Solar
307,222.5310523965138,8.551331370800746,5.358866302628985,101.02334369413488,Solar
308,164.59129458824918,7.040745014893307,10.132439902045418,191.73813078235108,Wind
309,259.0372389537407,8.629223248946314,12.553484915263743,34.479228659690534,Wind
310,154.16645025241485,8.26775648039414,15.256166744931237,143.9327851193423,Wind
311,187.7942841411272,4.216553997707197,14.302616265249844,122.89620164059647,Wind
312,224.55224108861887,4.548499294687106,8.120238178958681,135.93502622812696,Solar
313,219.1519175209131,4.933240549002924,0.875120057222234,70.24392613351394,Solar
314,292.529682935585,9.001068948969216,18.153048667114522,62.775874696752986,Wind
315,267.19602410244113,9.767521996836948,11.872344895420632,136.8419341176741,Wind
316,231.98738560188397,7.202519923562717,8.96016472162649,43.10865702090907,Solar
317,181.79058888285397,7.776528513630282,26.008231284915368,83.93094897180103,Wind
318,134.65886401416915,2.3222841502239877,22.402299233944795,37.6349292105836,Wind
319,238.15871928048693,8.481088727776708,25.73296645117327,1.6609682246659485,Solar
320,150.04857963291906,6.130266393581392,14.849483841373829,194.0114720076139,Wind
321,209.84533294122411,6.645161807277073,3.927937563803324,86.34059573128381,Solar
322,242.91918454001248,9.487497985988476,20.886643083638173,193.86992288396505,Solar
323,232.03947534354626,7.3780054983535575,6.182213398115257,28.064703953565218,Solar
324,155.98677938918857,5.850223609753896,13.236890072751503,117.4733558914972,Wind
325,290.9730561326388,8.477400290127115,1.950023668466655,40.19480655824792,Conventional
326,216.23086211557387,5.096643415980978,24.759252072689474,158.01482539265496,Solar
327,210.87081050228014,2.1765291894583267,3.7782192314250174,156.74059775219504,Wind
328,222.34414924687044,9.86017017804831,27.09292521147929,22.521429807862358,Solar
329,249.08836755989827,8.385770248966697,25.926918067846714,182.41289057527783,Solar
330,149.5461979002315,8.51509423415009,13.937482933177382,38.92592944064492,Wind
331,225.24804594710838,8.191589720362236,22.33104612911972,122.59546831787208,Solar
332,251.56922209287382,3.057437262030974,18.583352214544597,197.12672401754082,Wind
333,102.87869772595117,5.518845117710679,24.092269270132345,176.47930695327275,Wind
334,123.21452810138325,7.151652635580908,12.954153023577362,191.3127857122338,Wind
335,242.4334337809355,4.977496628591744,23.5742545273305,68.5197542436239,Solar
336,202.1672809963663,6.186560868011506,13.87370451195444,21.115128443892672,Solar
337,240.26352986036255,7.918784021737936,28.228973635283815,37.66937465789002,Solar
338,240.73157187600472,9.219226208885399,14.591163024754428,100.09897901532277,Solar
339,194.83476581746504,5.065722927578014,13.878578158011885,158.6459356546644,Wind
340,209.0135768009188,7.76168713145053,23.552155846905382,30.030728836775044,Solar
341,198.32317502336647,5.540618767462523,24.647330752825138,131.94630645215142,Wind
342,194.69435415611315,2.386901688390247,16.63467342963512,64.71552080790237,Wind
343,134.64037398200304,8.563900675842198,5.393934404852262,68.2404144784307,Wind
344,186.7703298475946,8.610726487601493,14.032746928727386,132.38354603158527,Wind
345,179.70094687947469,6.704003707437027,29.042175087290353,93.39988390664405,Wind
346,223.1700196104433,4.824823111507116,22.589585791175555,162.40665860519877,Solar
347,227.58397818763197,7.610586652662816,24.334878116373964,31.183701932565413,Solar
348,109.0608019544089,6.437496198306937,0.9847649645772039,157.9896539534077,Hydro
349,226.1609009983646,6.077111846281833,14.035783879024796,12.847049611484174,Solar
350,225.1719831428473,7.051670340664165,19.39863400972666,38.810776049120996,Solar
351,202.3806189213744,7.435392723386133,24.900980508842242,131.2299429006331,Solar
352,209.09707008742168,5.943613396468202,1.4782096074831441,170.98513130221426,Solar
353,247.52211170450516,7.486887489839563,25.57316656925619,50.53592554786981,Solar
354,132.58688541628595,9.6635668794091,16.45202810225735,65.43832116578258,Wind
355,114.11374948008597,6.328910599030758,5.919419117281798,107.42414965734798,Wind
356,228.48385564126312,6.840716148324307,9.517656493491,42.314561297860465,Solar
357,105.30226210832436,3.763901115317994,8.457886552546823,162.23125231750112,Wind
358,217.15511625469264,7.005206315418212,15.925771028654275,154.72732900115216,Solar
359,288.0460482849915,6.572861195863551,1.5505703973339546,29.058342393156323,Conventional
360,215.0948355751758,3.4787071835761996,4.756084754997706,92.76594636332642,Wind
361,177.6339852413044,2.4766967788251497,24.380791301273472,154.96555333092428,Wind
362,207.2769765661323,7.636746333297866,3.978119722404332,67.46590622068295,Solar
